location,most_liked_dish,no_of_restaurants
Brigade Road,Chocolate Overload,12
Church Street,Meatballs,12
Kalyan Nagar,Paratha,12
Koramangala 7th Block,Chips,12
New BEL Road,Salads,12
HSR,Barbeque Chicken,12
Lavelle Road,Basil Pesto,12
JP Nagar,Exotic Veg Pizza,12
MG Road,Tiramisu,12
MG Road,Mushroom Salad,12
Marathahalli,Sweet Lassi,12
Brigade Road,Kokum Sharbat,12
Bannerghatta Road,Hyderabadi Chicken,12
Cunningham Road,Babycorn Manchurian,12
Electronic City,Butter Chicken,12
Rajajinagar,Roti,12
Malleshwaram,Masala Poori,12
Koramangala 5th Block,Spring Roll,12
MG Road,Jasmine Rice,12
HSR,Buffalo Wings,12
Koramangala 6th Block,Peri Peri Chicken Wings,12
Jayanagar,Manchurian,12
Old Airport Road,Cheesecake,12
Koramangala 7th Block,Chocolate Icecreams,12
MG Road,Peri Peri Chicken,12
Lavelle Road,Pepperoni,12
Ulsoor,Empanadas,12
Banashankari,Paneer Tikka,12
Brigade Road,Watermelon Mojito,12
Commercial Street,Pav Bhaji,12
Koramangala 1st Block,Dum Aloo,12
Marathahalli,Tiramisu,12
Lavelle Road,Mutton Soup,12
BTM,Pizza Parantha,12
JP Nagar,Akki Rottis,12
JP Nagar,Barbecue Chicken Burger,12
BTM,Masala Peanuts,12
Indiranagar,Pie,12
Koramangala 4th Block,Exotic Veg Pizza,12
Indiranagar,Hot Dog,12
Koramangala 6th Block,Rasmalai,12
Bannerghatta Road,Chicken Kebab,12
Bannerghatta Road,Thali,12
MG Road,Spaghetti,12
Commercial Street,Brinjal Curry,12
Indiranagar,Mushroom Pasta,12
Jayanagar,Rava Idli,12
Commercial Street,Kheer,12
Shivajinagar,Chai,12
Indiranagar,Chicken Biryani,12
Brigade Road,Thick Coconut Chutney,12
Indiranagar,Masala Dosa,12
Church Street,Mango Lassi,12
Commercial Street,Rasgulla,12
Rajajinagar,Cocktails,12
Marathahalli,Dum Biryani,12
Church Street,Peri Peri Chicken,12
Shanti Nagar,Butter Naan,12
Indiranagar,Khao Suey,12
Brigade Road,Mango Lassi,12
Jayanagar,Masala Peanuts,12
Lavelle Road,Peri Peri Chicken Burger,12
Shanti Nagar,Kalmi Kebab,12
BTM,Fish Curry,12
MG Road,Chicken Malai Tikka,12
Commercial Street,Gulab Jamun,12
BTM,Beef Biryani,12
Indiranagar,Churros,12
Indiranagar,Peri Peri Chicken Steak,12
Old Airport Road,Pizza,12
Residency Road,Chaat,12
MG Road,Paneer Makhani,12
Wilson Garden,Manchow Soup,12
Electronic City,Biryani,12
Shanti Nagar,Lime Soda,12
Koramangala 1st Block,Frittata,12
Indiranagar,Ice Cream Roll,12
Marathahalli,Chaat,12
Kammanahalli,Thali,12
Malleshwaram,Hot Chocolate,12
Koramangala 4th Block,Spaghetti,12
Seshadripuram,Rolls,12
Cunningham Road,Andhra Style Biryani,12
Koramangala 8th Block,Chicken Thukpa,12
Brigade Road,Chips,12
Cunningham Road,Chicken Guntur,12
Whitefield,Mutton Curry,12
Wilson Garden,Hyderabadi Biryani,12
Koramangala 4th Block,Chocolate Truffle,12
Shivajinagar,Gobhi Pakoda,12
MG Road,Breakfast Buffet,12
BTM,Beef Steak,12
BTM,Wood Fire Pizza,12
Cunningham Road,Andhra Meal,12
Brigade Road,Panner Tikka,12
MG Road,Teriyaki Chicken Wings,12
Cunningham Road,Kebab Platter,12
Cunningham Road,Jal-jeera,12
Commercial Street,Chole,12
Koramangala 7th Block,Chocolate Sundae,12
Kalyan Nagar,French Toast,12
HSR,Salads,12
Brigade Road,Chicken Rara,12
Commercial Street,Biryani,12
Cunningham Road,Ravioli,12
Indiranagar,Kullad Chai,12
Kalyan Nagar,Ginger Tea,12
Koramangala 5th Block,Sabudana Vada,12
Brigade Road,Malai Tikka,12
Brigade Road,Panneer Butter Masala,12
Jeevan Bhima Nagar,Sea Food,12
Shanti Nagar,Hakka Noodles,12
BTM,Chicken Steak,12
JP Nagar,Pork Chops,12
BTM,Rajma Chawal,12
Basavanagudi,Biryani,12
JP Nagar,Drunken Chicken Wings,12
Wilson Garden,Dragon Chicken,12
Cunningham Road,Palak Soup,12
Koramangala 6th Block,Peri Peri Chicken,12
Marathahalli,Dal Fry,12
HSR,Pepper Chicken,12
Brigade Road,Bbq Mushroom,12
Brigade Road,Lager,12
BTM,Beef Fry,12
Banaswadi,Burgers,12
Marathahalli,Chicken Kebab,12
Rajajinagar,Chicken Biryani,12
Koramangala 4th Block,Penne Pasta,12
New BEL Road,Pancakes,12
Brigade Road,Popcorn,12
Cunningham Road,Roti,12
BTM,Puttu Biryani,12
Whitefield,Sandwiches,12
Bellandur,Noodles,12
Indiranagar,Oreo Shake,12
Jayanagar,Buttermilk,12
Cunningham Road,Mushroom Masala,12
Indiranagar,Phirni,12
BTM,Kadala Curry,12
MG Road,Faluda,12
Residency Road,Sushi,12
Brigade Road,Kesari Bath,12
St. Marks Road,Bloody Mary,12
Shanti Nagar,Thukpa,12
Indiranagar,Murgh Platter,12
Koramangala 4th Block,Sandwiches,12
Indiranagar,Dragon Rolls,12
Church Street,Mutton Kebab,12
Whitefield,Shawarma Roll,12
Jeevan Bhima Nagar,Noodles,12
Church Street,Chicken Sizzler,12
Jayanagar,Mutton Chops,12
Wilson Garden,Vegetarian,12
Church Street,Naan,12
Cunningham Road,Mushroom Soup,12
HSR,Masala Chai,12
Commercial Street,Mutton Biryani,12
MG Road,Jal-jeera,12
Marathahalli,Ulvacharu Biryani,12
Marathahalli,Fries,12
Brigade Road,Palak Paneer,12
Rajajinagar,Chilli Chicken,12
Wilson Garden,Shawarma,12
MG Road,White Sauce Pasta,12
Old Airport Road,Mutton Curry,12
Shanti Nagar,Andhra Meal,12
Shanti Nagar,Coffee,12
Wilson Garden,Noodles,12
HSR,Jalebi,12
Koramangala 4th Block,Malai Tikka,12
MG Road,Coffee Hazelnut,12
Jayanagar,Latte,12
Church Street,Waffles,12
Cunningham Road,Phad Thai,12
BTM,Honey Chilli Potatoes,12
JP Nagar,Butter Beer,12
BTM,Wood Fire Pizza,12
Commercial Street,Hyderabadi Biryani,12
Sarjapur Road,Shephards Pie,12
Basavanagudi,Garlic Bread,12
Richmond Road,Appam,12
Bannerghatta Road,Shawarma,12
HSR,Thick Shakes,12
MG Road,Paneer Lababdar,12
MG Road,Bbq Chicken Pizza,12
JP Nagar,Sattu Paratha,12
Shivajinagar,Mutton Biryani,12
Bannerghatta Road,Salad,12
Cunningham Road,Chop Suey,12
Whitefield,Masala Peanuts,12
Bannerghatta Road,Chicken Tikka,12
Brigade Road,Berryblast,12
Shivajinagar,Raita,12
Brigade Road,Masala Tea,12
Shivajinagar,Kalmi Kebab,12
JP Nagar,Ice Tea,12
Brigade Road,Masala Dosa,12
JP Nagar,Dal Makhani,12
Jayanagar,Mocktails,12
MG Road,Beef Steak,12
Koramangala 6th Block,Pancakes,12
JP Nagar,Haleem,12
BTM,Aloo Paratha,12
Cunningham Road,Garlic Bread,12
Brigade Road,Fish Fingers,12
Brigade Road,Donut,12
Brigade Road,Mozzarella Sticks,12
MG Road,Pasta Arrabiata,12
Koramangala 1st Block,Coffee Toffee,12
Brigade Road,Pizza,12
Commercial Street,Jalebi,12
Shanti Nagar,Fried Rice,12
JP Nagar,Peri Peri Chicken,12
Electronic City,Chaat,12
Brigade Road,Thali,12
Shivajinagar,Jalapeno Cheese Poppers,12
HSR,Lemonade,12
St. Marks Road,Legendary Hrc Burger,12
Brigade Road,Brain Fry,12
Koramangala 5th Block,Hunan Chicken,12
BTM,Makke Ki Roti,12
MG Road,Nutella Cheesecake,12
Commercial Street,Chicken Biryani,12
Brigade Road,Crispy Masala Dosa,12
Koramangala 1st Block,Tandoori Pomfret,12
Koramangala 4th Block,Tenderloin Burger,12
Koramangala 6th Block,Apple Pie,12
Bellandur,Chicken Kebab,12
Jeevan Bhima Nagar,Chicken Stew,12
HSR,Bamboo Biryani,12
Brigade Road,Sushi,12
Kalyan Nagar,Rolls,12
Ulsoor,Vegetable Biryani,12
Sarjapur Road,Lamb,12
BTM,Salads,12
MG Road,Thai Red Curry,12
Lavelle Road,Chicken Bruschetta,12
Indiranagar,Chilli Paneer,12
Church Street,Paneer Lababdar,12
Cunningham Road,Salad,12
Church Street,Saffron Rice,12
BTM,Pepper Chicken,12
Whitefield,Pork Chops,12
Koramangala 6th Block,Wings,12
Koramangala 8th Block,Chicken Momo,12
Domlur,Garlic Naan,12
Jayanagar,Rolls,12
Brigade Road,Manchurian,12
Banashankari,French Fries,12
Electronic City,Panneer Butter Masala,12
Shivajinagar,Bajji,12
Koramangala 1st Block,Kadhai Murgh,12
Jayanagar,Masala Papad,12
MG Road,Paratha,12
Church Street,Manchurian,12
Shivajinagar,Chicken Kebab,12
Cunningham Road,Dal Makhani,12
Indiranagar,Paratha,12
Jayanagar,Prawn Biryani,12
Bellandur,Paneer Tikka,12
Basavanagudi,Pasta,12
Brigade Road,Coffee,12
Church Street,Roti,12
Koramangala 8th Block,Momos,12
BTM,Cheese Maggi,12
Indiranagar,Peri Fries,12
Malleshwaram,Biryani,12
New BEL Road,Waffles,12
JP Nagar,Craft Beer,12
BTM,Tandoori Aloo,12
Marathahalli,Chicken Biryani,12
HSR,Singapore Noodles,12
BTM,Cheese Nachos,12
Basavanagudi,Coffee,11
Koramangala 6th Block,Meishan Tofu,11
Sarjapur Road,Chole,11
Domlur,Gulab Jamun,11
Brigade Road,Mutton Liver Fry,11
HSR,Egg Curry,11
St. Marks Road,Bun Masala,11
Koramangala 5th Block,Aloo Paratha,11
Koramangala 5th Block,Momo Platter,11
Banashankari,Churros,11
Koramangala 7th Block,Fish,11
Malleshwaram,Sweet Lassi,11
St. Marks Road,Lassi,11
Whitefield,Chicken Grill,11
Koramangala 5th Block,Wai Wai Bhel,11
Koramangala 5th Block,Squid Ghee Roast,11
Kammanahalli,Butter Chicken,11
Koramangala 1st Block,Raj Kachori,11
Basavanagudi,Jeera Rice,11
Koramangala 5th Block,Butter Paneer,11
Koramangala 5th Block,Aloo Posto,11
Koramangala 5th Block,Fish Fry,11
Shanti Nagar,Naan,11
Shanti Nagar,Panneer Butter Masala,11
MG Road,Appam,11
Koramangala 7th Block,Pork Momo,11
St. Marks Road,Wings,11
St. Marks Road,Thali,11
Brookefield,Chaat,11
Koramangala 7th Block,Sandwich,11
Koramangala 5th Block,Shahi Tukda,11
BTM,Chole,11
Koramangala 5th Block,Rolls,11
Koramangala 5th Block,Chicken Boneless Biryani,11
Koramangala 7th Block,Sweet Lassi,11
St. Marks Road,Rolls,11
Banashankari,Lassi,11
Koramangala 5th Block,Lamb Burger,11
Koramangala 5th Block,Spaghetti Aglio Olio,11
BTM,Malai Kofta,11
St. Marks Road,Omelette,11
Brigade Road,Kamikaze,11
Brookefield,Panipuri,11
Kalyan Nagar,Buttermilk,11
Jayanagar,Fried Rice,11
Church Street,Mutton Fry,11
Jayanagar,Dhokla,11
Bannerghatta Road,Nachos,11
Lavelle Road,Gelato Ice Cream,11
Koramangala 7th Block,Mint Raita,11
Koramangala 5th Block,Pad Thai,11
Koramangala 3rd Block,Waffles,11
St. Marks Road,Veg Thali,11
Koramangala 1st Block,Dabeli,11
Koramangala 5th Block,Ramen Soup,11
Kammanahalli,Chicken Wings,11
Whitefield,Chaat,11
Koramangala 7th Block,Pork Chilli,11
Indiranagar,Pepperoni Pizza,11
Bellandur,Falafel,11
Koramangala 5th Block,Prawn Dumplings,11
Koramangala 5th Block,Blackberry Cheesecake,11
Marathahalli,Chicken Masala,11
Malleshwaram,Manchurian,11
Banashankari,Paneer Tikka,11
Banashankari,Garlic Bread,11
Koramangala 5th Block,Belgian Fries,11
Koramangala 5th Block,Vegetable Dimsums,11
Banashankari,Rolls,11
Bellandur,Idli,11
Sarjapur Road,Chicken Biryani,11
Cunningham Road,Brownie Chocolate,11
Whitefield,Aloo Paratha,11
Koramangala 5th Block,Tundey Paratha,11
St. Marks Road,Stuffed Pomfret,11
Koramangala 5th Block,Chicken Thali,11
Sarjapur Road,Mushroom Soup,11
Koramangala 5th Block,Spicy Chicken Wings,11
Koramangala 5th Block,Dahi Ke Kebab,11
Church Street,Paneer Biryani,11
Koramangala 7th Block,Choco Bomb,11
Banashankari,Sea Food,11
Richmond Road,Dal Fry,11
Koramangala 7th Block,Plain Rice,11
Electronic City,Chicken Tikka,11
Richmond Road,Chicken Sukha,11
Brigade Road,Murgh Ghee Roast,11
Whitefield,Thali,11
Koramangala 5th Block,Basanti Pulao,11
Koramangala 5th Block,Beef Momos,11
JP Nagar,Caramel Custard,11
Koramangala 5th Block,Rendang Chicken,11
Kalyan Nagar,Veg Platter,11
BTM,Spring Roll,11
Koramangala 5th Block,Ganna Chicken,11
JP Nagar,Chicken Tikka Pizza,11
Brigade Road,Prawn,11
Brookefield,Paratha,11
Koramangala 3rd Block,Thali,11
Koramangala 5th Block,Chocolate Sundae,11
Jayanagar,Fried Rice Chicken,11
Brigade Road,Crabmeat Soup,11
Whitefield,Tandoori Roti,11
Koramangala 5th Block,Mutton Rezala,11
BTM,Chop Suey,11
Kalyan Nagar,Shawarma,11
Shanti Nagar,Noodles,11
Koramangala 7th Block,Kerala Parotta,11
Jayanagar,Mousse,11
Lavelle Road,Peri Chicken,11
Residency Road,Breakfast Buffet,11
Koramangala 5th Block,Chocolate Milkshake,11
Koramangala 7th Block,Pork Ribs,11
Shanti Nagar,Burgers,11
Koramangala 6th Block,Chips,11
BTM,Egg Masala,11
Koramangala 5th Block,Prawn Dim Sums,11
JP Nagar,Mocktails,11
Church Street,Dal Makhani,11
Koramangala 3rd Block,Tea,11
Koramangala 7th Block,Chilli Chicken,11
Jayanagar,Chicken Tikka,11
Bellandur,Mutton Pepper Fry,11
BTM,Fish Curry,11
St. Marks Road,Biryani,11
BTM,Pulpy Grape Juice,11
Electronic City,Beer,11
Koramangala 5th Block,Mutton Fry,11
Electronic City,Lasagne,11
Church Street,Cheese Naan,11
Koramangala 5th Block,Mughlai Paratha,11
Indiranagar,Kulfi,11
Richmond Road,Chicken Roll,11
Brigade Road,Chicken Grill,11
Koramangala 3rd Block,Cheese Dosa,11
Koramangala 7th Block,Beef Chilli,11
St. Marks Road,Peri Peri Chicken,11
Koramangala 7th Block,Chicken Lasagne,11
Koramangala 5th Block,Chocolate Waffles,11
Koramangala 1st Block,Ginger Chicken,11
Lavelle Road,Veg Burger,11
Koramangala 5th Block,Tandoori Roti,11
Koramangala 3rd Block,Latte,11
BTM,Doi Katla,11
St. Marks Road,French Toast,11
Lavelle Road,Opera Cake,11
Koramangala 1st Block,Pav Bhaji,11
Malleshwaram,Paratha,11
JP Nagar,Murgh Ghee Roast,11
Vasanth Nagar,Beer,11
St. Marks Road,Chicken Kshatriya,11
Koramangala 7th Block,Thandai,11
Indiranagar,Lemonade,11
Whitefield,Hyderabadi Chicken Biryani,11
Sarjapur Road,Kheer,11
St. Marks Road,Kerala Parotta,11
Lavelle Road,Macaroon,11
Brigade Road,Hefeweizen,11
Koramangala 5th Block,Chole,11
Cunningham Road,Filter Coffee,11
JP Nagar,Paneer Bhurji,11
Church Street,Cheese Roll,11
Marathahalli,Lemon Chicken,11
St. Marks Road,Coconut Rice,11
Residency Road,Chocolate Cake,11
Banashankari,Jal-jeera,11
St. Marks Road,Biryani,11
Indiranagar,Thukpa,11
Lavelle Road,Irish Coffee,11
Koramangala 6th Block,Cheesy Pizza,11
Koramangala 6th Block,Chicken Soup,11
Cunningham Road,Triple Chocolate,11
MG Road,Radhaballavi,11
BTM,Dal Makhani,11
Church Street,Garlic Naan,11
St. Marks Road,Sea Food,11
Koramangala 7th Block,Chocolate Cake,11
HSR,Peri Peri Fries,11
Koramangala 7th Block,Nutella Ice Cream,11
BTM,Gulab Jamun,11
Bellandur,Vada Pav,11
BTM,Rumali Roti,11
JP Nagar,Kheer,11
Jayanagar,Fish Thali,11
Koramangala 5th Block,Masala Dosa,11
HSR,Fish Curry,11
Church Street,Taco Soup,11
Jayanagar,Neer Dosa,11
Richmond Road,Neer Dosa,11
St. Marks Road,Tandoori Burger,11
Indiranagar,Jeera Rice,11
Koramangala 7th Block,Strawberry Cheesecake,11
Marathahalli,Rolls,11
Brigade Road,Veg Thali,11
Malleshwaram,Sandwiches,11
Jayanagar,Andhra Meal,11
Residency Road,Paratha,11
Koramangala 5th Block,Falafel Pockets,11
Koramangala 5th Block,Chicken Sekuwa,11
Bellandur,Beer,11
Marathahalli,Hyderabadi Chicken Biryani,11
Koramangala 5th Block,Poha,11
Koramangala 5th Block,Shami Kebab,11
Banashankari,Pink Sauce Pasta,11
Koramangala 1st Block,Fish Thali,11
Koramangala 7th Block,Legendary Arsalan,11
Koramangala 5th Block,Butter Kulcha,11
BTM,Spring Roll,11
Brigade Road,Spicy Chicken Sizzler,11
Kammanahalli,Garlic Bread,11
JP Nagar,Paratha,11
Koramangala 5th Block,Appam,11
Marathahalli,Fried Rice,11
MG Road,Chamcham,11
BTM,Pizza,11
New BEL Road,Vegetable Biryani,11
Sarjapur Road,Chicken Shawarama,11
Koramangala 7th Block,Jal-jeera,11
Church Street,Chicken Tikka Roll,11
Richmond Road,Shawarma,11
Koramangala 5th Block,Chicken Fry,11
Lavelle Road,Chocolate Mousse,11
Marathahalli,Waffles,11
Koramangala 7th Block,Clear Soup,11
Koramangala 7th Block,Tandoori Murgh Masala,11
Koramangala 6th Block,Chicken Dumplings,11
Koramangala 5th Block,Gadwal Kodi Pulao,11
Koramangala 7th Block,Beef Pickle,11
St. Marks Road,Fish,11
St. Marks Road,Seekh Kebab,11
Brookefield,Chai,11
Koramangala 7th Block,Crispy Babycorn,11
Koramangala 5th Block,Greek Sandwich,11
Koramangala 7th Block,Goan Thali,11
Ulsoor,Handi Biryani,11
Church Street,Rolls,11
Kammanahalli,Sandwiches,11
Bellandur,Kulfi,11
Commercial Street,Filter Coffee,11
Koramangala 5th Block,Egg Bhurji,11
Koramangala 5th Block,Firni,11
BTM,Masala Prawn,11
St. Marks Road,Murgh Ghee Roast,11
St. Marks Road,Kokum Juice,11
Koramangala 7th Block,Chocolate Mousse,11
BTM,Sprout Salad,11
BTM,Aalo Bhaja,11
Brookefield,Panneer Butter Masala,11
Koramangala 5th Block,Turkish Ice Cream,11
Koramangala 5th Block,Beef Momo,11
Frazer Town,Chicken Tikka,11
Domlur,Paratha,11
Koramangala 7th Block,Rooftop Ambience,11
BTM,Waffles,11
Koramangala 7th Block,Bhindi Anardana,11
Koramangala 5th Block,Rice Paper Rolls,11
BTM,Date Pudding,11
MG Road,Kheer Kadam,11
Church Street,Vegetable Biryani,11
Koramangala 5th Block,Baklava Ice Cream,11
Koramangala 5th Block,Stuffed Mushroom,11
Koramangala 7th Block,Cup Cake,11
Malleshwaram,Masala Dosa,11
Church Street,Hot Chocolate,11
Whitefield,Potato Wedges,11
Koramangala 5th Block,Bun Omelette,11
Koramangala 5th Block,Bubble Tea,11
Electronic City,Thali,11
JP Nagar,Masala Fries,11
Church Street,Ghee Roast Paneer,11
MG Road,Fish Fingers,11
Koramangala 6th Block,Egg Noodles,11
Koramangala 3rd Block,Hazelnut Cappuccino,11
JP Nagar,Kulfi,11
Indiranagar,Thali,11
Indiranagar,Pho,11
Koramangala 7th Block,Amritsari Kulcha,11
Koramangala 7th Block,Pork Vindaloo,11
Indiranagar,Kadhi,11
Indiranagar,Panipuri,11
Rajajinagar,Biryani,11
Church Street,Chicken Tikka,11
Koramangala 5th Block,Paneer Bhurji,11
Koramangala 7th Block,Masala Prawn,11
Kammanahalli,Salad,11
Church Street,Prawn Ghee Roast,11
Indiranagar,Chicken Fry,11
Lavelle Road,Hazelnut Mousse Flan,11
Koramangala 5th Block,Chicken Noodle,11
Koramangala 5th Block,Tai Pai Chicken,11
MG Road,Rasmalai,11
New BEL Road,Shawarma,11
Koramangala 5th Block,Andhra Biryani,11
Koramangala 5th Block,Crab Ghee Roast,11
Jayanagar,Matka Kulfi,11
Ulsoor,Roti,11
Koramangala 5th Block,Mango Milkshake,11
Bellandur,Spring Roll,11
Koramangala 5th Block,Galauti Kebab,11
Koramangala 7th Block,Pork Curry,11
Church Street,Donne Biryani,11
St. Marks Road,Roti,11
Koramangala 7th Block,Teriyaki Chicken,11
Koramangala 5th Block,Mutton Kalmi,11
Koramangala 4th Block,Seafood Pizza,11
Frazer Town,Mutton Biryani,11
Koramangala 5th Block,Crispy Babycorn,11
Koramangala 7th Block,Veg Paprika,11
Koramangala 7th Block,Beef Fry,11
BTM,Raita,11
Indiranagar,Mutton Chops,11
Koramangala 7th Block,Bamboo Shoot Pork,11
Basavanagudi,Buttermilk,11
BTM,Poha,11
Indiranagar,Donne Biryani,11
BTM,Kulfi,11
Koramangala 7th Block,Peri Peri Fries,11
Koramangala 6th Block,Chicken Steak,11
Electronic City,Burgers,11
Jayanagar,Bisi Bele Bhaath,11
Brigade Road,Belgian Brew Beer,11
Koramangala 5th Block,Elaichi Tea,11
Indiranagar,Custard,11
JP Nagar,Rolls,11
BTM,Oreo Milkshake,11
HSR,Murgh Makhani,11
Residency Road,Club Sandwich,11
Brookefield,Fish,11
Koramangala 6th Block,Gulab Jamun,11
Banashankari,Minestrone Soup,11
BTM,Butter Chicken Biryani,11
St. Marks Road,Mutton Chops,11
Frazer Town,Hot Chocolate,11
Koramangala 6th Block,Veg Momos,11
Koramangala 7th Block,Clear Chicken Soup,11
BTM,Paneer Manchurian,11
MG Road,Luchi,11
Kalyan Nagar,Chips,11
Richmond Road,Chicken Shawarama,11
St. Marks Road,Paneer Wrap,11
St. Marks Road,Paratha,11
Koramangala 1st Block,Vada Pav,11
Koramangala 7th Block,Crispy Honey Chicken,11
Marathahalli,Gulab Jamun,11
Sarjapur Road,Rajma Chawal,11
Cunningham Road,Chocolate Shake,11
Koramangala 5th Block,Noodle,11
Koramangala 7th Block,Lunch Thali,11
Koramangala 5th Block,Chicken Kebab Biryani,11
Banaswadi,Biryani,11
Koramangala 6th Block,Gujarati Food,11
Sarjapur Road,Long Island Iced Tea,11
Lavelle Road,Italian Icecream,11
Brookefield,Onion Rings,11
Koramangala 5th Block,Mughlai Chicken,11
Koramangala 7th Block,Chicken Thupka,11
Koramangala 7th Block,Appam,11
Ulsoor,Vada Pav,11
Koramangala 5th Block,Tibetan Momos,11
HSR,Fish Fry,11
Koramangala 5th Block,Kallappam,11
St. Marks Road,Egg Pav Bhaji,11
Koramangala 5th Block,Paneer Biryani,11
Kalyan Nagar,Tex Mex Burger,11
Church Street,Murgh Ghee Roast,11
HSR,Chicken Burger,11
Richmond Road,Chicken Curry,11
Koramangala 5th Block,Kosha Mangsho,11
Koramangala 5th Block,Mutton Pasanda,11
Koramangala 5th Block,Red Snapper,11
Malleshwaram,Vada,11
St. Marks Road,Sol Kadhi,11
Koramangala 3rd Block,Gajar Ka Halwa,11
Koramangala 5th Block,Red Velvet Ice Cream,11
Koramangala 1st Block,Hyderabadi Biryani,11
Church Street,Aloo Paratha,11
Koramangala 7th Block,Chicken Masala,11
Koramangala 5th Block,Zinger Burger,11
Koramangala 3rd Block,Pesto Sandwich,11
Koramangala 7th Block,Roast Beef,11
St. Marks Road,Fajitas,11
Brigade Road,Neer Dosa,11
Koramangala 7th Block,Spinach Curry,11
Koramangala 5th Block,Jalebi,11
Cunningham Road,Vanilla Ice Cream,11
Koramangala 5th Block,Cheese Roll,11
BTM,Healthy Breakfast,11
BTM,Egg Bhurji,11
Koramangala 5th Block,Apple Pie,11
BTM,Bhetki Paturi,11
St. Marks Road,Murgh Ghee Roast,11
BTM,Egg Curry,11
Koramangala 5th Block,Peach Parfait,11
Bannerghatta Road,Hyderabadi Biryani,11
St. Marks Road,Rajma Chawal,11
New BEL Road,Mojito,11
BTM,Icecream Cake,11
Koramangala 5th Block,Khau Suey,11
Koramangala 7th Block,Chicken Chowmein,11
Koramangala 5th Block,Tomato Soup,11
BTM,Shawarma Burger,11
Koramangala 7th Block,Chaach,11
St. Marks Road,Rolls,11
Koramangala 7th Block,Murgh Ghee Roast,11
Kalyan Nagar,Garlic Bread,11
Church Street,Mutton Pulao,11
Koramangala 5th Block,Chicken Roll,11
Koramangala 5th Block,Ulavacharu,11
St. Marks Road,Rumali Roti,11
Koramangala 7th Block,Sol Kadhi,11
Jayanagar,Kulcha,11
St. Marks Road,Hyderabadi Biryani,11
MG Road,Kerala Parotta,11
Bellandur,Chicken Tikka,11
Sarjapur Road,Wheat Beer,11
MG Road,Malacca Curry,11
Koramangala 5th Block,Caramel Chocolate,11
Jayanagar,Belgian Chocolate,11
Race Course Road,Paneer Tikka,11
Koramangala 7th Block,Anjal Tava Fry,11
Koramangala 5th Block,Chicken Shaptra,11
Jayanagar,Egg Roast,11
Brigade Road,Spaghetti,11
Koramangala 6th Block,Dabeli,11
Koramangala 3rd Block,Neer Dosa,11
Koramangala 5th Block,Chocolate Peanut Butter,11
Koramangala 7th Block,Beer,11
JP Nagar,Hyderabadi Biryani,11
Commercial Street,Idli,11
Brigade Road,Jeera Rice,11
Koramangala 5th Block,Kappa Biryani,11
BTM,Nutella Waffle,11
BTM,Rumali Shawarma,11
Koramangala 7th Block,Beef Steak,11
Koramangala 7th Block,Wedges,11
Richmond Road,Beef Shwarma,11
Bellandur,Masala Dosa,11
MG Road,Rasgulla,11
HSR,Crispy Chicken,11
Indiranagar,Chole Bhature,11
Church Street,Kheer,11
Brigade Road,Paan Mojito,11
Jayanagar,Fish Curry,11
Lavelle Road,Pasta Alfredo,11
Koramangala 5th Block,Chicken Lollipop,11
Old Airport Road,Sandwiches,11
Church Street,Jalebi,11
Brookefield,Omelette,11
Indiranagar,Chocolate Icecreams,11
Koramangala 5th Block,Paneer Tikka Masala,11
Koramangala 7th Block,Dal Makhani,11
Koramangala 5th Block,Ice Cream Roll,11
Banashankari,Papaya Salad,11
Lavelle Road,Belgian Dark Chocolate,11
Brigade Road,Steak,11
Kalyan Nagar,Pav Bhaji,11
Koramangala 7th Block,Pork Fry,11
Bellandur,Long Island Iced Tea,11
MG Road,Sea Food,11
Koramangala 6th Block,Chaat,11
Koramangala 5th Block,Rajugari Kodi Pulao,11
Koramangala 5th Block,Tandoori Chicken,11
Koramangala 5th Block,Salsa,11
Koramangala 7th Block,Chicken Stew,11
JP Nagar,Lemonade,11
